area,units_per_area,txmonth,number_in_area,tariff
MARIA CLOSE 9,21.1,Nov-24,1,Domestic
STIKLAND,6262.4,Nov-24,3,Small Power 1
STEENBERGT,359.4,Nov-24,1,Lifeline1
ACACIA 71 PROTEA PARK,412.7,Nov-24,1,Lifeline2
EPPING INDUSTRIA 2,5550.1,Nov-24,7,Small Power 2
BEACH ROAD,1367.8,Nov-24,2,Home
GARDENIA 35 PROTEA PARK,177.4,Nov-24,1,Lifeline2
LANTANA 9 PROTEA PARK,204.7,Nov-24,1,Lifeline2
KHORHAMER STR 20,257.2,Nov-24,1,Lifeline2
72 12TH AVE,425,Nov-24,1,Domestic
GORDON.S BAY CENTRAL,5460.2,Nov-24,14,Home
KLEIN SONEIKE,2228.7,Nov-24,5,Home
CAPRI,1369.7,Nov-24,10,Small Power 2
ERF 25061,81.6,Nov-24,1,Small Power 2
WINDSOR 45 EXT13 SAXONSEA,256.4,Nov-24,1,Lifeline1
ERF 2592,236.7,Nov-24,1,Domestic
SACRAMENTO 75 EXT13 SAXON,324.3,Nov-24,1,Lifeline2
EDENPARK,2949.2,Nov-24,12,Lifeline2
KNYSNA 55,233.3,Nov-24,1,Lifeline1
SHELLY 15 AVONDALE,290.8,Nov-24,1,Lifeline2
17 BECOTT RD,225.4,Nov-24,1,Home
SWALLOW RD,249.1,Nov-24,1,Lifeline2
MARIGOLD 44 PROTEA PARK,322.2,Nov-24,1,Lifeline2
SURREY ESTATE ,209.3,Nov-24,2,Small Power 2
SITE5,193.1,Nov-24,1,Lifeline2
ZOO PARK,2272.1,Nov-24,8,Lifeline2
WELGEMOED,595.5,Nov-24,2,Domestic
PEARL MAN 97 AVONDALE,178.5,Nov-24,1,Lifeline2
WELCOME GLEN,2208,Nov-24,9,Lifeline2
9 SYCAMORE CRES,282.3,Nov-24,1,Lifeline2
GHIKA 86 SAXONSEA,424,Nov-24,1,Lifeline2
13TH AVE,503.5,Nov-24,4,Lifeline1
PINATI EST,2007.6,Nov-24,4,Home
WILLOW WALK,296.6,Nov-24,1,Lifeline2
DURHEIM,1441.6,Nov-24,5,Lifeline2
0 SECOND AVENUE,899.7,Nov-24,6,Domestic
ADENIUM 41 PROTEA PARK,223.5,Nov-24,1,Lifeline2
51 DEBEZA ST,297,Nov-24,1,Lifeline2
ROOM 1,125.3,Nov-24,1,Lifeline1
IKWEZI PARK,1189.6,Nov-24,7,Lifeline1
IKWELERA STREET 71D     MFULENI,217.2,Nov-24,1,Lifeline2
32 MAKHOSI CRES,76,Nov-24,1,Lifeline1
PAROW INDUSTRIA,1963.3,Nov-24,10,Lifeline1
GOEDEHOOP 28 SAXONSEA,216.5,Nov-24,1,Lifeline1
AUSTELL RD,1400.6,Nov-24,4,Domestic
LEONSDALE,213,Nov-24,1,Lifeline2
SARPINE 4 EXT13 SAXONSEA,167.3,Nov-24,1,Domestic
PARKWOOD EST,469.1,Nov-24,3,Lifeline1
146324,171,Nov-24,1,Lifeline2
OCEAN PEAKS,3053.7,Nov-24,7,Home
ZINNIA 7 PROTEA PARK,302,Nov-24,1,Lifeline2
8TH AVENUE     RAVENSMEAD,210.9,Nov-24,1,Lifeline2
SOL PLATTJIES,209,Nov-24,1,Domestic
ERF 16450,183.6,Nov-24,1,Lifeline2
PROTEA STR 2,376.2,Nov-24,1,Domestic
SONEIKE II,1541.6,Nov-24,6,Lifeline2
OKAVANGO PARK ,1097.2,Nov-24,8,Small Power 2
ALBERT ROAD,764.1,Nov-24,3,Lifeline2
STIKLAND,11225.6,Nov-24,11,Home
DARTERS 3 ROBINVALE,400,Nov-24,1,Lifeline2
STRAND GOLF ESTATE,170.4,Nov-24,1,Small Power 2
SAND INDUSTRIA,4656.9,Nov-24,8,Home
"WATERKLOOF, DE BRONEXT 4",5551.2,Nov-24,13,Home
LANG AVE 47,372.6,Nov-24,1,Lifeline2
KIRSTENHOF,2924.6,Nov-24,11,Lifeline2
DIDO 12 SAXONSEA,280.2,Nov-24,1,Lifeline2
BO-KAAP,2475.1,Nov-24,7,Small Power 2
MALGAS 4 ROBINVALE,213.1,Nov-24,1,Lifeline2
ALBATROS 14 ROBINVALE,223.5,Nov-24,1,Lifeline2
GREENLANDS ,311.3,Nov-24,1,Lifeline2
ZEELAND 68 EXT13 SAXONSEA,166.8,Nov-24,1,Lifeline2
BATANDWA RD,140.9,Nov-24,1,Domestic
RYLANDS/DOORNHOOGTE,2626.1,Nov-24,11,Lifeline1
OVEAN VIEW,269.7,Nov-24,1,Lifeline2
MONINGSTAR     DURBANVILLE,759.7,Nov-24,1,Domestic
KWIKKIE 20 ROBINVALE,435.2,Nov-24,1,Domestic
CANARY 15 ROBINVALE,276,Nov-24,1,Lifeline2
CANARY 2 ROBINVALE,140.3,Nov-24,1,Domestic
GALAWENI,763.8,Nov-24,4,Lifeline2
ON THE BAY,502.6,Nov-24,1,Domestic
CASTLEHILL 98 BEACONHILL,197.6,Nov-24,1,Lifeline1
LUNTU ST,311,Nov-24,1,Domestic
37 TAHOE WAY,307.5,Nov-24,1,Lifeline2
MARIGOLD 38 PROTEA PARK,306.6,Nov-24,1,Lifeline2
DARTERS 11 ROBINVALE,201.7,Nov-24,1,Lifeline1
MANSFIELD,755.6,Nov-24,3,Lifeline2
VALLEYFIELD 39 EXT13 SSEA,158.3,Nov-24,1,Lifeline2
"9 WELMAR ROAD,PENLYNESTATE",730.6,Nov-24,1,Home
SCHAAPKRAAL,3592.2,Nov-24,7,Home
KINGFISHER 10 ROBINVALE,189.8,Nov-24,1,Lifeline2
GOEDEHOOP 65 SAXONSEA,233.9,Nov-24,1,Lifeline2
DESHAMPDON,304.9,Nov-24,1,Home
BO-KAAP,1751.1,Nov-24,9,Lifeline1
PROTEA STR 9 PROTEA PARK,196.5,Nov-24,1,Lifeline2
ANUBIS 19 AVONDALE,136,Nov-24,1,Domestic
EDWARD,1763.9,Nov-24,6,Domestic
EAGLESNEST 5 ROBINVALE,259.1,Nov-24,1,Lifeline2
PEARL 101 AVONDALE,200.3,Nov-24,1,Lifeline2
17 FIRST AVENUE,1573.5,Nov-24,6,Domestic
HOMERIA 11 PROTEA PARK,193.3,Nov-24,1,Lifeline1
PENELOPE 49 AVONDALE,717.5,Nov-24,1,Domestic
GOODWOOD EXT 1,1013.5,Nov-24,1,Home
OTTERY EAST,1574.2,Nov-24,1,Small Power 1
7 BELLMONT RD,290.7,Nov-24,1,Domestic
ERF 9595     MFULENI,288.5,Nov-24,1,Lifeline2
CAMPS BAY,14423.6,Nov-24,5,Small Power 1
SACRAMENTO 29 EXT13 S/SEA,290.2,Nov-24,1,Lifeline2
VREDELUST,1173,Nov-24,3,Lifeline2
4 FISKAAL,138.9,Nov-24,1,Domestic
ERICA 27 PROTEA PARK,354.2,Nov-24,1,Domestic
72 SIXTH AVENUE,117,Nov-24,1,Home
GOODWOOD SPORTS GROUND,1043,Nov-24,3,Home
19 LILY ST,177,Nov-24,1,Domestic
PEERLESSPARK WES,2065.1,Nov-24,4,Home
PLOVER 13 ROBINVALE,158.3,Nov-24,1,Lifeline2
SACRAMENTO 87 EXT13 S/SEA,246.5,Nov-24,1,Lifeline2
ERF 7778     MFULENI,309.6,Nov-24,1,Lifeline2
LINGELIHLE FLATS,776.4,Nov-24,8,Lifeline1
DWESALANE 10 SHERWOOD,241.8,Nov-24,1,Domestic
STROEBEL STREET 149     RAVENSMEAD,313.8,Nov-24,1,Lifeline2
SHELLY 65 AVONDALE,220.9,Nov-24,1,Lifeline2
MORGENSTER HOOGTE,4275.1,Nov-24,1,Small Power 1
ROYAL GEORGE 9 EXT13 SSEA,196.1,Nov-24,1,Lifeline2
WINDSOR ESTATE,1084.7,Nov-24,7,Small Power 2
51 KOBODI ST,436.8,Nov-24,1,Lifeline2
3 LILLIAN NGOYI DRIVE,440.2,Nov-24,1,Lifeline2
EDINBURGH 64 SAXONSEA,208.4,Nov-24,1,Lifeline1
ILLAIRE,5888.4,Nov-24,17,Home
LAMYENI RD,439.7,Nov-24,1,Lifeline2
PEERLESS PARK WEST,7119.3,Nov-24,2,Small Power 1
GORDONS STRAND ESTATE,860.8,Nov-24,1,Small Power 2
WILLOW CRT,212.9,Nov-24,1,Lifeline2
SILVERHURST,309.5,Nov-24,1,Lifeline2
HIGH CONSTANTIA,6202.4,Nov-24,1,Small Power 2
38 TAHOE WAY,166.7,Nov-24,1,Lifeline2
WESLEY ST,4640.2,Nov-24,9,Small Power 2
ERF 162280,175.1,Nov-24,1,Lifeline2
BIERVLEI 2 SHERWOOD,393.5,Nov-24,1,Lifeline2
NORTHWAY STREET 62     RAVENSMEAD,227.6,Nov-24,1,Lifeline2
ZUURBERGWEG,440.9,Nov-24,1,Domestic
GHIKA 52 SAXONSEA,185.6,Nov-24,1,Lifeline2
FLORIDA     PAROW,127.3,Nov-24,1,Domestic
HOOSAIN PARKER,297,Nov-24,2,Lifeline1
ERF 7527     MFULENI,388.4,Nov-24,1,Domestic
SUNSHINE HOF 1     PAROW,222,Nov-24,1,Home
PHILLIPI ,113.9,Nov-24,2,Domestic
PINEHURST     DURBANVILLE,2934.7,Nov-24,9,Home
GREENFIELDS     LWANDLE,770.5,Nov-24,5,Lifeline1
SAN REMO,1183,Nov-24,4,Domestic
MASONWABE ST,658,Nov-24,1,Domestic
GHIKA 70 SAXONSEA,576.6,Nov-24,1,Domestic
MOUILLE POINT,1657.6,Nov-24,6,Small Power 2
ERF 7896     MFULENI,284.3,Nov-24,1,Lifeline2
EDGEMEAD,20695.8,Nov-24,4,Small Power 1
98 MERRIGOLD CRES,270.9,Nov-24,1,Lifeline2
ZUURBERG WEG,204.5,Nov-24,1,Lifeline2
MILLDENE STREET     RAVENSMEAD,405.7,Nov-24,2,Lifeline1
EDINBURGH 91 SAXONSEA,168.8,Nov-24,1,Lifeline2
SOL PLAATJIES,557.7,Nov-24,2,Lifeline2
FARLEIGH 9 SHERWOOD,309.2,Nov-24,1,Lifeline2
VREDELUST BELLVILLE,2294.9,Nov-24,9,Small Power 2
SOMERSET RIDGE,1953.6,Nov-24,4,Domestic
23 PETUNIA ST,221.3,Nov-24,1,Lifeline2
BRANTWOOD,1708,Nov-24,7,Lifeline2
BRACKEN HEIGHTS,1857,Nov-24,10,Lifeline1
WILLOW RD,380.8,Nov-24,1,Domestic
NDABENI ST,801.7,Nov-24,4,Lifeline2
ROOIBEKKIE 11 ROBINVALE,162.4,Nov-24,1,Lifeline2
BONTEHEUWEL  ,696.3,Nov-24,2,Lifeline2
MULLER RD,284.2,Nov-24,1,Lifeline2
ARISTIA 4 PROTEA PARK,201.6,Nov-24,1,Lifeline1
OKAVANGO PARK,5041.3,Nov-24,7,Home
SUN ROAD 3 AVONDALE,175,Nov-24,1,Lifeline2
IBIS STREET     DURBANVILLE,2613,Nov-24,10,Home
KINGFISHER 30 ROBINVALE,158.2,Nov-24,1,Lifeline2
HYDRANGEA 70 PROTEA PARK,380.4,Nov-24,1,Lifeline2
VREDENHOFSTRAAT,2251.9,Nov-24,7,Home
OLGA RD,200.2,Nov-24,1,Lifeline2
65 MAKHOSI CRESC,155.1,Nov-24,1,Lifeline2
KLEIN BRON,1111.4,Nov-24,5,Lifeline1
JONKERSHOEK WAY (SHOP 4),115.3,Nov-24,1,Domestic
JOUBERTPARK     BELLVILLE,2107.2,Nov-24,4,Home
ERF 44980,526.5,Nov-24,1,Home
VAN RYNEVELD,2502.5,Nov-24,8,Domestic
DE OUDE SPRUIT,2024.3,Nov-24,6,Lifeline2
MORGAN INDUSTRIA,2634.4,Nov-24,7,Small Power 2
MONTVIDEO,683.6,Nov-24,2,Lifeline2
DENNESINGEL,309,Nov-24,1,Lifeline2
SALAMANDA,152.5,Nov-24,1,Lifeline2
Nyanga KTC,111.9,Nov-24,1,Lifeline1
OOSTERZEE,1144.8,Nov-24,3,Small Power 2
WESTRIDGE - MITCHELLS PLAIN,549.7,Nov-24,3,Home
ROUNDHAY,2322.9,Nov-24,11,Domestic
MONTAGUE GARDENS INDUSTRIAL,1700.6,Nov-24,4,Home
HOOP 5 EXT13 SAXONSEA,80.6,Nov-24,1,Domestic
DEERLODGE 22 SHERWOOD,396.8,Nov-24,1,Domestic
BROAD WAY,469.6,Nov-24,2,Domestic
RAAP STREET,530.1,Nov-24,1,Domestic
PAARDEVLEI,850.7,Nov-24,2,Home
HOOP 120,318.4,Nov-24,1,Lifeline2
SOUTH FORK,1596.5,Nov-24,3,Home
HILLVEIW,300.7,Nov-24,2,Lifeline2
ZEELAND 78 EXT13 SAXONSEA,109.5,Nov-24,1,Lifeline1
UITZICHT     GOODWOOD,345.4,Nov-24,1,Home
SEARIDGE PARK,612.5,Nov-24,4,Lifeline1
ERF 161813,230.6,Nov-24,1,Domestic
LEONARD RADU,193.2,Nov-24,3,Domestic
ZAZULWANA CRESC,305.2,Nov-24,1,Lifeline2
EDINBURGH 60 SAXONSEA,154,Nov-24,1,Lifeline2
ROYAL GEORGE 15 EXT13 SEA,170.8,Nov-24,1,Lifeline2
BELHAR EXT 16,258.6,Nov-24,1,Lifeline2
ERF 7096     MFULENI,166.6,Nov-24,1,Lifeline2
LOERIE 8 ROBINVALE,137.8,Nov-24,1,Domestic
ROTTERDAM 24 AVONDALE,323.3,Nov-24,1,Domestic
WELTVREDEN VALLEY,432.9,Nov-24,2,Lifeline2
WOODBURY,945.1,Nov-24,3,Domestic
BELLVILLE EXT.38,5476.9,Nov-24,10,Home
FIGILANTE 24 SAXONSEA,301,Nov-24,1,Lifeline2
CROW 19 ROBINVALE,490,Nov-24,1,Lifeline2
PEARL 93 AVONDALE,261.1,Nov-24,1,Lifeline2
THORN LANE 13,315.2,Nov-24,1,Lifeline1
PEARL MAN 86 AVONDALE,164.7,Nov-24,1,Lifeline2
PHILLIPPI WEST,204.4,Nov-24,1,Lifeline2
THORN LANE 56,439.6,Nov-24,1,Lifeline2
ROTTERDAM 79 AVONDALE,292.6,Nov-24,1,Lifeline2
CRAVENBY,2445.1,Nov-24,5,Home
LYSTER 28 ROBINVALE,389.2,Nov-24,1,Lifeline2
SOETWATER WEG,352.4,Nov-24,2,Lifeline2
COLLLIN WILLIAMS STR,363.9,Nov-24,1,Lifeline2
WATERLOO 13 EXT13 S/SEA,191,Nov-24,1,Lifeline1
STARLING 17 ROBINVALE,469.1,Nov-24,1,Domestic
SEVEN OAKS RD,1570,Nov-24,6,Lifeline2
CHAPMAN'S PEAK(NOORDHOEK),4083.5,Nov-24,5,Domestic
8A 2ND AVE,637.1,Nov-24,1,Home
EDGAR BULLOCK STREET     RAVENSMEAD,447.1,Nov-24,1,Domestic
NOOIENSFONTEINWEG     NOOIENSFONTEIN,596,Nov-24,2,Lifeline2
PALACE HILL RD,1574.3,Nov-24,6,Home
MILNERTON,10480.8,Nov-24,5,Small Power 1
GRANNY FLAT,434.7,Nov-24,3,Domestic
GHIKA 30 SAXONSEA,184.5,Nov-24,1,Lifeline2
GROENKOP 6 SHERWOOD,155.3,Nov-24,1,Domestic
BRIDGEWATER,1758.5,Nov-24,5,Domestic
THIRD AVENUE     BELMONT PARK,589.4,Nov-24,1,Domestic
KINGSTON,2358.1,Nov-24,6,Small Power 2
37 DIMBAZA RD,216.9,Nov-24,1,Lifeline2
ERF 164949,263.1,Nov-24,1,Lifeline2
HOOGEGEES 15 SAXONSEA,249.8,Nov-24,1,Lifeline1
GORDONS BAY,1075.3,Nov-24,2,Small Power 2
BLOCK G14,626.4,Nov-24,6,Lifeline1
GOEDEMOED ROAD     DURBANVILLE,2037.7,Nov-24,5,Home
BELLVILLEBELLVILLE SOUTH,220.1,Nov-24,1,Small Power 2
VALLEYFIELD 13 EXT13 SSEA,307.2,Nov-24,1,Lifeline2
BONTEHEUWEL AVE,120.3,Nov-24,1,Domestic
BELINDAS WALK,363.2,Nov-24,1,Lifeline1
59 COLUMBINE RD,482,Nov-24,1,Domestic
NIGHTINGALE 16 AVONDALE,457.3,Nov-24,1,Lifeline2
NAMAQUA STR 6 SAXONSEA,208.5,Nov-24,1,Lifeline2
NAMAQUA 20 SAXONSEA,458.7,Nov-24,1,Domestic
 BELLVILLE SOUTH ,686,Nov-24,2,Domestic
KARBONKEL RD,373.8,Nov-24,1,Domestic
DE TIJGER,3243.3,Nov-24,5,Small Power 2
SKILPADVLEI,5535.3,Nov-24,10,Home
MAITLAND GARDEN VILLAGE,1150.6,Nov-24,5,Lifeline2
CENTURY CITY,5051.7,Nov-24,4,Small Power 1
FISKAAL 56 ROBINVALE,341.6,Nov-24,1,Domestic
ZAIWU CLOSE,1123.7,Nov-24,3,Domestic
NKELEKETHA RD,443.1,Nov-24,3,Lifeline1
KENWYN,496.8,Nov-24,2,Domestic
METEREN STREET 10,93.6,Nov-24,1,Domestic
EPPING INDUSTRIA 2,6647.1,Nov-24,3,Small Power 1
 MFULENI,439.2,Nov-24,2,Lifeline1
VREDENBERG     BELLVILLE,5429.3,Nov-24,12,Home
CROW 5 ROBINVALE,288.3,Nov-24,1,Lifeline2
HOOP 112,210.7,Nov-24,1,Lifeline2
MYNA 21 ROBINVALE,230.9,Nov-24,1,Lifeline1
OOSTERSEE,936.5,Nov-24,2,Small Power 2
EKUPHUMLENI RD,534.3,Nov-24,2,Lifeline1
EAST ROCK,3255.2,Nov-24,5,Home
RIVERSIDE PARK,418.3,Nov-24,1,Home
ROTTERDAM 78,95.9,Nov-24,1,Domestic
8 MATHIAS CLOSE,342.5,Nov-24,1,Home
MABILLE PARK,2923.7,Nov-24,7,Lifeline2
Hout Bay,304.5,Nov-24,1,Lifeline1
GORDON'S BAY,1245.2,Nov-24,9,Lifeline1
BLOMMENDAL     BELLVILLE,4730.7,Nov-24,8,Home
PAROWVALLEI     PAROW,2107.9,Nov-24,6,Lifeline2
PINELANDS,11100.5,Nov-24,2,Small Power 1
ERF 50688,216.8,Nov-24,1,Lifeline2
BRENTWOOD PARK - DURBANVI,6280.7,Nov-24,8,Home
CROW 6 ROBINVALE,379.2,Nov-24,1,Domestic
LOTUS RIVER ,387.4,Nov-24,1,Small Power 2
SIMONS TOWN,1924.5,Nov-24,1,Small Power 2
PENELOPE 22 AVONDALE,181.1,Nov-24,1,Lifeline2
CASTALIS 34 PROTEA PARK,216.1,Nov-24,1,Lifeline1
CORAL 13 AVONDALE,149.6,Nov-24,1,Lifeline2
ELK 19 SHERWOOD,197.9,Nov-24,1,Lifeline2
11TH AVE,473.3,Nov-24,2,Home
PHILLIPI,1289.7,Nov-24,4,Home
GLORIOSA 10,229.4,Nov-24,1,Lifeline2
DE TUIN,871.4,Nov-24,4,Lifeline1
BERGPLAATS 33 SHERWOOD,363.8,Nov-24,1,Lifeline2
MONTVIDEO,394.8,Nov-24,3,Domestic
DES HAMPDEN,1586.2,Nov-24,6,Domestic
JAKARANDAS,1603.3,Nov-24,5,Home
SHASTA WAY 29,265.3,Nov-24,1,Lifeline2
STEEENBERG,197.2,Nov-24,1,Lifeline1
WINDSOR 39 EXT13 SAXONSEA,254.6,Nov-24,1,Lifeline2
ARAUNA,2813.6,Nov-24,17,Domestic
CAMPS BAY / BAKOVEN,6831.6,Nov-24,12,Domestic
SCHARTZWALD RD,422.7,Nov-24,1,Lifeline2
PALM LANE 75,147.5,Nov-24,1,Lifeline2
HOMERIA 17 PROTEA PARK,180.4,Nov-24,1,Lifeline1
SCHOONGEZICHT     DURBANVILLE,4391.4,Nov-24,7,Home
NKELEKETHA,282,Nov-24,1,Lifeline2
KINGFISHER 32 ROBINVALE,140.3,Nov-24,1,Lifeline1
ALBERT ROAD,1741.3,Nov-24,3,Small Power 2
ERF 49468,300.8,Nov-24,1,Lifeline2
IBOSA 5 PROTEA PARK,288.9,Nov-24,1,Lifeline2
CAREY PARKS,247,Nov-24,1,Lifeline2
SANLAMHOF,1340.4,Nov-24,7,Lifeline1
DIEP RIVER,2128.8,Nov-24,11,Lifeline1
20 LEEUBEKKIE ST,158.4,Nov-24,1,Lifeline1
FREDRICK RD,1562,Nov-24,2,Domestic
MIKA STREET     PAROW,863.2,Nov-24,3,Home
MARCONI BEAM,8785.2,Nov-24,10,Home
BUNTING 97 ROBINVALE,180.4,Nov-24,1,Lifeline1
EDINBURGH 27 SAXONSEA,158,Nov-24,1,Lifeline2
MONTAGUE,1134.5,Nov-24,4,Lifeline2
ANCHORAGE PARK,1675.4,Nov-24,7,Lifeline1
43 TAHOE WAY,201.4,Nov-24,1,Lifeline1
DINGLE ROAD     GOODWOOD,418.5,Nov-24,3,Home
NY 78,214.7,Nov-24,1,Lifeline2
WESTRIDGE - MITCHELS PLAIN ,1300.5,Nov-24,3,Domestic
FUCHSIA 8,445.7,Nov-24,1,Lifeline2
PELIKAN PARK ,316.2,Nov-24,1,Lifeline2
WINDEMERE,313.4,Nov-24,2,Domestic
BONTEHEUWEL ,64.2,Nov-24,1,Lifeline2
VILLAGE 4,233.6,Nov-24,1,Lifeline2
POKELA ROAD,666.7,Nov-24,1,Domestic
BABBLERS 16 ROBINVALE,235.7,Nov-24,1,Lifeline2
ERF 7786     MFULENI,180.9,Nov-24,1,Domestic
SONSTRAAL,3002.5,Nov-24,7,Domestic
MITCHELLS PLAIN SOUTH,354.8,Nov-24,3,Lifeline2
LOERIE 22 ROBINVALE,256.3,Nov-24,1,Lifeline2
NERINA 34 PROTEA PARK,254.7,Nov-24,1,Lifeline2
BELLVILLE EAST,557.2,Nov-24,2,Lifeline2
GLENCAIRN HEIGHTS,4078.9,Nov-24,13,Domestic
GULLHAVEN 8 ROBINVALE,208.4,Nov-24,1,Lifeline2
LYSTER 80 ROBINVALE,346.6,Nov-24,1,Lifeline2
BUFFELSNEK 12 SHERWOOD,267.2,Nov-24,1,Lifeline2
ROZETTE 23,98.8,Nov-24,1,Domestic
SONNEDAL,2093.3,Nov-24,3,Small Power 2
PIKKEWYN 1 ROBINVALE,207.6,Nov-24,1,Domestic
KHORHAMER STR 10,448.4,Nov-24,1,Domestic
MADEIRA DRIVE,408.8,Nov-24,1,Home
BOSTON    ,1564.1,Nov-24,3,Home
BLACKDOWN 17 BEACONHILL,317.7,Nov-24,1,Lifeline2
WAIROA,4067,Nov-24,10,Home
BUILDING L6,691.1,Nov-24,9,Lifeline1
KOCHIA 4 PROTEA PARK,156.4,Nov-24,1,Domestic
SOUTHFIELD ,190.5,Nov-24,1,Home
DONEGAL RD,294.4,Nov-24,1,Domestic
HOOP 70 SAXONSEA,357.4,Nov-24,1,Lifeline2
HEATHFIELD 54 PROTEAPARK,342.5,Nov-24,1,Domestic
UITSIG,2763.2,Nov-24,7,Lifeline2
11 BELLMUNT RD,46.1,Nov-24,1,Domestic
NORMANDI,1558.9,Nov-24,4,Home
GERSHAM  ,652.8,Nov-24,1,Home
BISKOP MARX STR 3,81.2,Nov-24,1,Domestic
70 THIRD AVENUE,2522.3,Nov-24,10,Home
LAGOON BEACH,4310,Nov-24,15,Home
WOODBURY,359.2,Nov-24,1,Home
141 FIRST AVENUE,1908.3,Nov-24,8,Home
SCOTSVILLE,17.1,Nov-24,1,Domestic
44 YORKSHIRE CRES,121.2,Nov-24,1,Domestic
LWANDLA,740.8,Nov-24,1,Domestic
27 TAMBO ST,59.8,Nov-24,1,Domestic
KENWYN,2200.3,Nov-24,7,Lifeline2
9 VIOLET CRES,452.9,Nov-24,1,Domestic
BISCHOP LAVIS,398.8,Nov-24,1,Domestic
MANDELA RD,33.8,Nov-24,1,Domestic
KENT 85 SAXONSEA,185.3,Nov-24,1,Lifeline1
DWESALANE 19 SHERWOOD,376.5,Nov-24,1,Domestic
ACACIA 18 PROTEA PARK,550.9,Nov-24,1,Domestic
MAGNOLIA 40 ROBINVALE,244.3,Nov-24,1,Lifeline2
MELANI CRES,210.4,Nov-24,1,Lifeline2
BERGVLIET,7295.5,Nov-24,2,Small Power 1
VICTORYHILL,1467.3,Nov-24,3,Home
WILDWOOD,518.3,Nov-24,2,Lifeline1
PLATTEKLOOF GLEN,3122.7,Nov-24,11,Lifeline2
FERNESS ESTATE,2613.5,Nov-24,5,Home
EENSGEVONDEN,1512.4,Nov-24,5,Domestic
HOOPOE 25 ROBINVALE,244.1,Nov-24,1,Domestic
66 KOBODU ST,317.6,Nov-24,1,Lifeline2
ROTTERDAM 42,340.2,Nov-24,1,Lifeline2
HOOP 132 SAXONSEA,290.3,Nov-24,1,Lifeline2
DEERLODGE 95 SHERWOOD,198.8,Nov-24,1,Domestic
TARA     DURBANVILLE,1434.5,Nov-24,3,Home
ERF 7782     MFULENI,358.8,Nov-24,1,Domestic
NKELEKETHA ST,198.6,Nov-24,1,Domestic
WESTRIDGE - MITCHELLS PLA,1711,Nov-24,6,Home
TAMBO VILLAGE,708.6,Nov-24,3,Lifeline2
STEENBERG ,330.5,Nov-24,2,Lifeline1
1803,252.7,Nov-24,1,Domestic
IMHOFF'S GIFT,118.7,Nov-24,1,Domestic
RICK TURNER ST,23.8,Nov-24,2,Domestic
UNKNOWN,2464,Nov-24,4,Small Power 2
BELLE CONSTANTIA,3098.9,Nov-24,5,Domestic
ERIJAVILLE,318.2,Nov-24,2,Lifeline2
HEATHFIELD 5 PROTEAPARK,197.8,Nov-24,1,Lifeline2
SHELLY 25 AVONDALE,396.8,Nov-24,1,Domestic
DIE PALMS,2273.4,Nov-24,5,Home
DELWYN RYLAAN     GOODWOOD,187,Nov-24,1,Domestic
LANTANA 30 PROTEA PARK,205.5,Nov-24,1,Lifeline1
GROSVENOR 47 AVONDALE,87.3,Nov-24,1,Domestic
VOORTREKKERWEG     GOODWOOD,260.5,Nov-24,1,Home
MASIPHUMELE  SITE -,252.1,Nov-24,2,Domestic
BEACONHILL,841.5,Nov-24,3,Small Power 2
ERF 9690     MFULENI,465,Nov-24,1,Lifeline2
PAARDEN EILAND,261.2,Nov-24,2,Lifeline1
ELEVENTH AVENUE 138     BELMONT PARK,123,Nov-24,1,Home
BONGWENI ST,477.5,Nov-24,2,Lifeline2
THABO MBEKI EAST,213.2,Nov-24,1,Domestic
KLINKER STR 13,239.8,Nov-24,1,Lifeline2
TERMINUS RD,182,Nov-24,1,Lifeline1
EDINBURGH 73 SAXONSEA,157.8,Nov-24,1,Lifeline2
KING EDWARD STREET     PAROW,185.3,Nov-24,1,Domestic
CONSTANTIA VALE,3709,Nov-24,10,Lifeline2
JAGTERSHOF,1107.2,Nov-24,6,Lifeline1
DEMOCRACY DRIVE,879.6,Nov-24,2,Domestic
 FAIRFIELD ESTATE,163.1,Nov-24,1,Home
KENILWORTH ,159.9,Nov-24,1,Small Power 2
NTILENI RD,162.1,Nov-24,1,Lifeline1
BRWNS FARM,128.5,Nov-24,1,Lifeline1
ZUURBERGWEG,204,Nov-24,1,Lifeline2
DE GOEDE HOOP,176.7,Nov-24,1,Lifeline2
GLENCAIRN HEIGHTS,3307.3,Nov-24,2,Small Power 1
SQUARE HILL,2680.7,Nov-24,6,Home
SITHEMBELE MATISO,230.6,Nov-24,1,Lifeline1
CLIFTON,7330.5,Nov-24,13,Domestic
ANTHIA WALK,143.1,Nov-24,1,Lifeline2
HEIDEVELD   ,689.4,Nov-24,2,Lifeline2
ALBATROSS 19 ROBINVALE,141,Nov-24,1,Lifeline2
PHILPPE,115.9,Nov-24,1,Lifeline1
KIRSTENHOF(1),2331.6,Nov-24,8,Lifeline2
ZONE 20,170.4,Nov-24,2,Domestic
SECOR PARK,283.8,Nov-24,1,Lifeline2
ATLANTIS ,262.5,Nov-24,2,Domestic
FUCHSIA 17 PROTEA PARK,205.4,Nov-24,1,Lifeline1
ERF 9453     MFULENI,284,Nov-24,1,Lifeline2
BENTO 17 AVONDALE,292.8,Nov-24,1,Domestic
MACASSAR BEACH,772.1,Nov-24,3,Lifeline2
HANOVER PARK ,472.2,Nov-24,3,Lifeline1
MARTINVILLE,2189.2,Nov-24,11,Lifeline1
